ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_category,Length_cm,Width_cm,Height_cm,Fragile,Liquid_Leak_Prone,Perishable,Shipping_distance,Stacking_pressure,Delivery_urgency,Budget_level,Eco_preference,Material_constraint,Return_risk,recommended_packaging
9716,F,Road,4,5,248,3,low,F,2,5310,1,electronics,33,47,12,0,1,0,domestic,0,standard,high,low_cost,no_restrictions,1,Leak-proof Compostable Container
9717,A,Road,4,3,167,2,medium,F,1,5409,1,glass_items,49,22,23,1,1,0,domestic,1,standard,high,low_cost,compostable_only,1,Leak-proof Compostable Container
9718,B,Road,4,5,268,3,medium,M,9,5521,1,clothing,9,42,26,0,1,1,local,1,standard,high,balanced,no_restrictions,1,Leak-proof Compostable Container
9719,C,Road,3,4,257,5,medium,M,10,4901,1,books,50,47,11,1,1,0,local,1,standard,high,low_cost,compostable_only,1,Leak-proof Compostable Container
9720,F,Road,5,2,152,3,low,F,4,4770,1,glass_items,41,41,13,0,0,1,domestic,1,express,low,max_sustainability,only_recyclable,0,Insulated Compostable Food Pack
9721,D,Road,4,2,147,3,low,M,3,4152,1,cosmetics,59,47,20,0,0,1,domestic,0,express,high,balanced,no_restrictions,0,Insulated Compostable Food Pack
9722,F,Road,3,4,179,2,low,M,5,4882,1,cosmetics,41,27,32,1,1,0,local,1,standard,medium,low_cost,compostable_only,0,Leak-proof Compostable Container
9723,A,Flight,3,4,201,3,medium,M,10,4032,1,cosmetics,39,27,6,1,0,1,local,1,express,medium,max_sustainability,only_recyclable,1,Insulated Compostable Food Pack
9724,B,Flight,3,2,140,3,medium,M,8,5724,0,electronics,27,43,19,0,0,1,international,0,express,high,balanced,no_plastic,1,Insulated Compostable Food Pack
9725,C,Flight,5,1,139,3,medium,M,2,5632,0,clothing,16,21,3,1,1,0,local,1,standard,medium,balanced,no_plastic,1,Leak-proof Compostable Container
9726,F,Flight,4,1,152,5,medium,M,8,5711,0,clothing,59,43,39,0,0,1,international,0,standard,medium,low_cost,no_restrictions,1,Insulated Compostable Food Pack
9727,D,Flight,6,4,171,5,medium,M,9,4376,1,clothing,59,18,32,1,1,1,local,1,express,high,low_cost,no_restrictions,1,Leak-proof Compostable Container
9728,F,Flight,5,4,97,3,medium,F,8,4577,0,books,38,36,17,0,0,0,local,0,express,medium,low_cost,no_plastic,1,Corrugated Box + Molded Pulp
9729,A,Flight,4,2,257,3,medium,M,8,5772,0,clothing,44,8,26,1,0,1,local,0,standard,low,max_sustainability,no_plastic,1,Insulated Compostable Food Pack
9730,B,Flight,4,1,154,4,medium,M,1,5480,0,books,30,31,22,1,0,0,domestic,0,standard,high,max_sustainability,compostable_only,0,Molded Pulp Tray + Corrugated Box
9731,C,Flight,3,5,138,2,medium,M,1,4881,1,food,5,16,4,1,0,1,local,1,standard,medium,low_cost,no_restrictions,1,Insulated Compostable Food Pack
9732,F,Flight,5,5,173,2,low,M,7,4716,0,glass_items,10,21,19,1,1,0,domestic,1,standard,high,low_cost,compostable_only,1,Leak-proof Compostable Container
9733,D,Flight,3,5,252,3,medium,F,8,4557,1,cosmetics,23,12,8,1,1,0,local,0,standard,low,balanced,no_restrictions,1,Leak-proof Compostable Container
9734,F,Flight,5,2,251,2,low,M,2,4245,1,cosmetics,37,44,35,0,0,0,domestic,0,standard,high,max_sustainability,only_recyclable,0,Molded Pulp Tray + Corrugated Box
9735,A,Flight,3,5,223,4,high,F,7,5042,1,books,26,31,29,1,1,0,domestic,0,standard,low,balanced,compostable_only,0,Leak-proof Compostable Container
9736,B,Flight,5,2,261,3,high,M,3,5303,1,glass_items,39,31,26,1,1,1,local,1,standard,high,max_sustainability,compostable_only,1,Leak-proof Compostable Container
9737,C,Flight,4,2,111,2,high,F,4,5393,0,food,42,19,13,0,0,1,domestic,0,express,medium,balanced,no_plastic,1,Insulated Compostable Food Pack
9738,F,Flight,3,2,210,3,low,F,9,4731,1,food,35,40,13,1,1,0,domestic,1,express,medium,low_cost,only_recyclable,0,Leak-proof Compostable Container
9739,D,Flight,4,1,161,3,low,M,1,4789,0,clothing,24,27,11,1,1,1,international,0,standard,medium,max_sustainability,compostable_only,0,Leak-proof Compostable Container
9740,F,Flight,3,4,143,3,low,M,10,5261,0,glass_items,33,40,31,0,0,0,domestic,1,standard,high,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
9741,A,Flight,4,3,170,2,low,M,2,5607,0,food,27,17,27,1,0,1,domestic,0,standard,high,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
9742,B,Flight,2,5,151,3,medium,M,9,4767,1,clothing,51,18,29,1,0,1,local,0,standard,medium,low_cost,no_plastic,0,Insulated Compostable Food Pack
9743,C,Flight,3,3,154,2,low,M,1,5884,1,clothing,30,28,5,1,0,1,local,1,standard,high,low_cost,no_plastic,1,Insulated Compostable Food Pack
9744,F,Flight,4,4,146,3,medium,F,6,4672,1,clothing,20,22,2,0,1,0,domestic,0,standard,medium,balanced,no_restrictions,0,Leak-proof Compostable Container
9745,D,Ship,5,1,238,5,low,F,5,5854,0,glass_items,42,38,10,0,1,0,domestic,0,express,high,balanced,only_recyclable,0,Leak-proof Compostable Container
9746,F,Ship,4,2,264,2,low,F,9,4490,0,books,5,46,37,1,0,1,international,1,express,medium,max_sustainability,only_recyclable,1,Insulated Compostable Food Pack
9747,A,Ship,4,5,196,3,low,F,4,5610,0,clothing,14,10,34,1,0,1,local,0,standard,high,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
9748,B,Ship,5,4,164,3,low,M,9,5135,1,clothing,30,49,14,1,0,0,domestic,1,standard,low,low_cost,compostable_only,1,Recycled Cardboard Box
9749,C,Ship,4,2,144,4,medium,F,2,4316,0,cosmetics,57,9,3,0,0,1,international,1,standard,medium,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
9750,F,Ship,3,5,147,2,medium,M,6,4350,0,cosmetics,48,43,25,0,1,1,international,1,standard,low,balanced,no_restrictions,0,Leak-proof Compostable Container
9751,D,Ship,3,4,181,3,high,F,9,5470,0,electronics,11,28,15,0,0,0,international,1,express,low,low_cost,compostable_only,0,Recycled Cardboard Box
9752,F,Ship,4,3,212,3,low,F,1,4518,0,glass_items,6,29,35,0,0,1,local,1,express,medium,balanced,compostable_only,0,Insulated Compostable Food Pack
9753,A,Ship,2,3,258,2,low,M,4,5052,1,clothing,54,10,39,0,1,1,domestic,0,express,high,balanced,only_recyclable,1,Leak-proof Compostable Container
9754,B,Ship,3,5,202,2,medium,F,8,4552,1,electronics,40,26,33,0,1,1,domestic,1,standard,high,low_cost,only_recyclable,1,Leak-proof Compostable Container
9755,C,Ship,4,5,143,3,medium,M,2,5286,1,clothing,28,15,2,0,1,1,local,0,standard,low,balanced,only_recyclable,0,Leak-proof Compostable Container
9756,F,Ship,5,3,175,3,medium,F,7,5047,1,food,43,25,14,0,1,0,domestic,0,standard,medium,max_sustainability,compostable_only,0,Leak-proof Compostable Container
9757,D,Ship,5,1,135,3,low,F,10,5301,1,food,37,24,17,0,1,1,international,1,express,low,low_cost,no_plastic,1,Leak-proof Compostable Container
9758,F,Ship,2,5,249,3,low,F,3,4169,0,electronics,13,28,10,0,0,0,domestic,0,standard,low,low_cost,only_recyclable,0,Recycled Cardboard Box
9759,A,Ship,4,2,202,3,medium,M,7,5821,0,cosmetics,6,23,37,1,1,1,local,1,express,medium,balanced,no_restrictions,0,Leak-proof Compostable Container
9760,B,Ship,4,5,135,3,low,F,6,4557,0,glass_items,23,16,25,1,1,0,international,1,express,low,low_cost,no_restrictions,1,Leak-proof Compostable Container
9761,C,Ship,3,2,268,4,low,M,6,4415,0,clothing,24,25,30,1,1,0,international,0,standard,low,low_cost,compostable_only,1,Leak-proof Compostable Container
9762,F,Ship,4,3,103,2,low,M,4,5146,0,cosmetics,24,7,11,0,1,1,domestic,1,standard,high,balanced,compostable_only,1,Leak-proof Compostable Container
9763,D,Ship,6,4,225,4,medium,M,10,4723,0,glass_items,38,8,27,1,0,1,international,0,standard,low,max_sustainability,only_recyclable,1,Insulated Compostable Food Pack
9764,F,Ship,6,5,211,6,low,M,3,4957,0,electronics,27,14,22,0,1,1,domestic,1,express,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
9765,A,Ship,3,5,161,2,low,F,8,5021,0,clothing,49,10,13,0,1,1,domestic,1,standard,high,max_sustainability,no_plastic,1,Leak-proof Compostable Container
9766,B,Ship,4,4,155,2,medium,F,6,5942,0,cosmetics,25,34,17,0,0,1,local,1,standard,medium,low_cost,no_restrictions,0,Insulated Compostable Food Pack
9767,C,Ship,5,2,182,4,medium,F,9,5159,0,clothing,48,14,5,0,0,1,domestic,1,standard,medium,balanced,compostable_only,0,Insulated Compostable Food Pack
9768,F,Ship,5,5,124,3,low,M,10,4331,0,electronics,52,38,4,0,0,1,local,0,express,low,max_sustainability,only_recyclable,0,Insulated Compostable Food Pack
9769,D,Ship,4,3,167,3,high,F,4,6000,1,clothing,19,13,17,0,0,1,domestic,1,express,medium,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
9770,F,Ship,4,4,246,3,low,F,7,4090,0,electronics,25,17,27,1,1,0,domestic,1,express,low,low_cost,no_restrictions,1,Leak-proof Compostable Container
9771,A,Ship,3,2,196,5,medium,F,6,5692,0,books,7,24,6,0,0,0,international,0,express,high,low_cost,only_recyclable,1,100% Recyclable Cardboard Box
9772,B,Ship,3,5,211,2,low,F,5,5877,1,electronics,24,11,31,1,1,1,domestic,1,standard,low,balanced,no_restrictions,1,Leak-proof Compostable Container
9773,C,Ship,2,1,234,4,medium,F,9,5075,0,glass_items,30,8,10,0,1,1,international,0,standard,low,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
9774,F,Ship,3,5,174,6,low,M,6,5713,0,electronics,31,13,5,0,1,0,domestic,1,standard,low,balanced,no_plastic,1,Leak-proof Compostable Container
9775,D,Ship,5,4,190,3,medium,F,4,4424,1,electronics,22,10,28,1,1,1,international,0,standard,high,balanced,no_restrictions,1,Leak-proof Compostable Container
9776,F,Ship,4,1,255,3,medium,F,6,4313,1,electronics,9,18,19,0,1,1,local,0,express,high,balanced,only_recyclable,1,Leak-proof Compostable Container
9777,A,Ship,3,1,192,3,medium,M,4,4997,1,books,15,26,18,1,1,1,local,0,standard,low,max_sustainability,no_plastic,0,Leak-proof Compostable Container
9778,B,Ship,5,2,174,3,low,F,10,5973,1,clothing,14,44,36,1,0,0,domestic,1,express,low,low_cost,no_restrictions,0,Recycled Cardboard Box
9779,C,Ship,3,1,263,3,medium,F,4,4208,0,cosmetics,43,21,16,1,0,1,domestic,1,standard,low,low_cost,compostable_only,1,Insulated Compostable Food Pack
9780,F,Ship,5,5,251,2,high,F,3,4741,1,clothing,57,34,23,1,0,1,international,0,standard,low,balanced,compostable_only,1,Insulated Compostable Food Pack
9781,D,Ship,5,3,223,3,low,F,2,4671,1,cosmetics,37,8,28,1,1,1,international,0,standard,medium,max_sustainability,no_plastic,0,Leak-proof Compostable Container
9782,F,Ship,3,3,168,2,low,M,1,5097,1,electronics,17,40,29,1,1,0,international,0,express,high,low_cost,no_plastic,1,Leak-proof Compostable Container
9783,A,Ship,3,4,213,3,high,M,7,5516,1,books,49,31,10,0,1,0,local,1,standard,high,low_cost,compostable_only,1,Leak-proof Compostable Container
9784,B,Ship,4,3,99,6,medium,M,9,5903,0,food,28,24,37,1,1,0,local,1,express,high,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
9785,C,Ship,4,4,267,3,medium,M,9,5254,0,food,45,48,34,0,0,1,domestic,0,standard,low,balanced,compostable_only,0,Insulated Compostable Food Pack
9786,F,Ship,5,1,183,3,medium,F,8,4531,0,electronics,10,48,23,1,0,0,domestic,0,standard,high,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
9787,D,Ship,4,4,180,3,low,M,3,5031,0,food,10,40,2,1,0,0,local,0,express,high,balanced,no_restrictions,0,Molded Pulp Tray + Corrugated Box
9788,F,Ship,2,1,206,2,low,M,7,4721,0,cosmetics,32,31,31,0,1,1,domestic,0,standard,medium,low_cost,only_recyclable,1,Leak-proof Compostable Container
9789,A,Ship,4,2,216,3,low,M,10,4636,0,books,52,12,14,1,1,1,local,0,express,low,balanced,compostable_only,0,Leak-proof Compostable Container
9790,B,Ship,5,5,167,3,low,M,10,5591,0,glass_items,5,35,39,0,1,0,domestic,1,standard,low,max_sustainability,compostable_only,1,Leak-proof Compostable Container
9791,C,Ship,3,2,162,3,medium,M,4,4812,1,electronics,5,32,2,0,0,0,international,1,express,low,low_cost,only_recyclable,0,Recycled Cardboard Box
9792,F,Ship,3,1,250,3,medium,F,6,5832,0,clothing,35,30,19,0,0,0,domestic,1,standard,medium,low_cost,no_restrictions,0,Corrugated Box + Molded Pulp
9793,D,Ship,4,2,245,3,medium,M,1,4731,1,food,22,47,37,0,1,1,international,0,express,high,low_cost,compostable_only,0,Leak-proof Compostable Container
9794,F,Ship,3,4,226,3,low,F,7,4411,1,glass_items,47,6,31,1,0,0,local,0,standard,low,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
9795,A,Ship,5,1,226,2,medium,M,6,5395,0,clothing,38,39,8,1,0,0,international,1,standard,low,balanced,only_recyclable,0,Molded Pulp Tray + Corrugated Box
9796,B,Ship,5,4,222,2,high,M,8,4996,1,glass_items,58,44,33,1,1,1,local,0,express,medium,balanced,no_plastic,0,Leak-proof Compostable Container
9797,C,Ship,4,1,177,2,low,M,2,5911,0,clothing,19,28,6,1,1,1,international,1,express,low,low_cost,compostable_only,0,Leak-proof Compostable Container
9798,F,Ship,4,4,223,3,high,F,5,5654,0,books,45,17,30,1,1,1,international,1,standard,high,balanced,no_restrictions,0,Leak-proof Compostable Container
9799,D,Ship,5,5,210,6,low,M,3,5051,0,cosmetics,30,28,33,0,0,0,local,0,express,high,low_cost,no_plastic,1,Corrugated Box + Molded Pulp
9800,F,Ship,4,2,170,2,low,M,3,4299,0,electronics,58,29,13,0,0,0,domestic,1,standard,medium,low_cost,only_recyclable,1,100% Recyclable Cardboard Box
9801,A,Ship,5,5,135,4,low,M,8,5029,0,cosmetics,28,40,22,1,1,1,domestic,0,express,high,balanced,only_recyclable,1,Leak-proof Compostable Container
9802,B,Ship,3,5,192,4,medium,F,7,4741,1,glass_items,5,48,16,0,0,1,domestic,0,standard,high,balanced,compostable_only,0,Insulated Compostable Food Pack
9803,C,Ship,4,2,204,3,medium,F,3,4001,0,clothing,29,37,3,0,1,1,international,0,standard,low,low_cost,compostable_only,0,Leak-proof Compostable Container
9804,F,Ship,3,4,244,3,medium,M,4,4458,0,glass_items,13,30,9,0,1,0,domestic,0,standard,high,low_cost,no_plastic,1,Leak-proof Compostable Container
9805,D,Ship,3,2,255,4,low,F,8,5511,0,cosmetics,25,40,21,1,0,0,domestic,0,express,high,max_sustainability,no_restrictions,0,Molded Pulp Tray + Corrugated Box
9806,F,Ship,4,5,160,2,medium,F,8,5234,0,electronics,40,19,26,0,0,0,domestic,1,express,medium,low_cost,no_plastic,1,Corrugated Box + Molded Pulp
9807,A,Ship,4,1,150,2,low,M,5,4133,0,glass_items,39,24,16,1,0,0,international,1,express,high,low_cost,no_plastic,0,Molded Pulp Tray + Corrugated Box
9808,B,Ship,4,2,242,6,medium,F,10,5655,1,electronics,23,46,19,0,1,0,international,1,standard,high,balanced,no_plastic,1,Leak-proof Compostable Container
9809,C,Ship,4,5,240,6,medium,F,9,5498,1,cosmetics,14,36,24,1,1,0,domestic,0,standard,high,max_sustainability,no_plastic,0,Leak-proof Compostable Container
9810,F,Ship,2,4,246,2,low,M,10,5337,1,electronics,35,28,38,1,0,1,international,0,express,high,balanced,compostable_only,0,Insulated Compostable Food Pack
9811,D,Ship,3,1,232,2,low,F,3,4562,1,electronics,46,46,14,1,0,0,domestic,0,express,medium,max_sustainability,compostable_only,1,Molded Pulp Tray + Corrugated Box
9812,F,Ship,4,3,274,3,low,F,5,4409,0,clothing,17,30,18,0,1,0,international,1,express,high,balanced,no_restrictions,1,Leak-proof Compostable Container
9813,A,Ship,4,3,253,3,low,F,5,5703,0,electronics,24,21,30,1,1,1,local,0,express,high,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
9814,B,Ship,5,1,229,4,medium,M,1,4584,1,clothing,36,39,15,0,1,1,international,1,standard,medium,balanced,compostable_only,0,Leak-proof Compostable Container
9815,C,Ship,4,4,131,3,medium,F,10,4625,0,books,49,49,35,0,0,0,international,0,standard,medium,balanced,only_recyclable,1,100% Recyclable Cardboard Box
9816,F,Ship,4,3,125,3,low,F,10,5883,0,cosmetics,14,40,32,1,1,1,local,1,standard,high,balanced,compostable_only,0,Leak-proof Compostable Container
9817,D,Ship,3,3,201,3,low,F,2,5540,1,electronics,11,36,6,1,0,1,international,0,express,medium,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
9818,F,Ship,4,4,207,3,medium,F,1,4019,0,food,26,31,27,0,1,0,domestic,1,standard,low,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
9819,A,Ship,3,1,144,2,medium,M,8,5378,1,clothing,44,32,26,1,1,0,international,0,standard,medium,low_cost,no_restrictions,1,Leak-proof Compostable Container
9820,B,Ship,3,5,109,4,medium,F,4,4308,0,glass_items,58,14,3,1,1,1,domestic,1,express,low,low_cost,no_plastic,0,Leak-proof Compostable Container
9821,C,Ship,4,2,161,2,high,F,8,5654,1,books,49,39,33,1,1,1,domestic,0,express,low,balanced,compostable_only,0,Leak-proof Compostable Container
9822,F,Ship,4,2,151,3,medium,M,3,5154,1,electronics,19,17,6,1,0,1,international,1,express,low,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
9823,D,Ship,3,3,149,4,low,F,2,5282,0,clothing,48,44,26,0,1,1,international,1,standard,low,low_cost,only_recyclable,1,Leak-proof Compostable Container
9824,F,Ship,5,5,239,3,low,M,5,4122,0,glass_items,35,47,2,1,0,0,local,0,standard,low,balanced,no_plastic,0,Corrugated Box + Molded Pulp
9825,A,Ship,4,3,287,5,medium,M,6,4376,1,clothing,52,18,11,0,0,0,local,0,standard,high,max_sustainability,only_recyclable,1,Molded Pulp Tray + Corrugated Box
9826,B,Ship,3,3,132,2,medium,F,8,5810,1,glass_items,42,44,28,0,0,1,international,0,express,medium,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
9827,C,Ship,5,2,165,5,medium,M,9,5313,0,cosmetics,59,39,12,0,1,0,domestic,1,standard,low,balanced,compostable_only,0,Leak-proof Compostable Container
9828,F,Ship,5,4,143,2,low,M,1,5872,1,electronics,37,46,25,1,0,0,domestic,1,standard,medium,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
9829,D,Ship,4,4,262,3,medium,M,2,5429,0,electronics,56,46,11,0,0,0,international,0,express,high,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
9830,F,Ship,5,3,201,6,low,F,3,4025,1,clothing,5,29,16,0,1,1,international,1,express,medium,max_sustainability,compostable_only,0,Leak-proof Compostable Container
9831,A,Ship,4,3,213,4,medium,M,8,4220,0,electronics,12,9,18,1,1,1,domestic,1,standard,high,max_sustainability,no_plastic,1,Leak-proof Compostable Container
9832,B,Ship,2,3,269,2,low,M,3,5976,0,clothing,9,13,17,0,0,0,domestic,0,standard,medium,max_sustainability,no_restrictions,0,Molded Pulp Tray + Corrugated Box
9833,C,Ship,6,5,217,4,low,F,2,4073,0,food,22,35,18,0,1,0,international,1,standard,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
9834,F,Ship,4,3,133,2,low,F,10,4195,0,cosmetics,38,20,31,0,1,0,local,0,express,low,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
9835,D,Ship,3,4,248,3,medium,M,7,5299,0,clothing,26,48,34,1,1,0,local,0,express,medium,low_cost,only_recyclable,1,Leak-proof Compostable Container
9836,F,Ship,4,3,244,3,low,M,9,5339,0,cosmetics,43,34,25,1,1,1,international,1,express,medium,balanced,no_restrictions,0,Leak-proof Compostable Container
9837,A,Ship,4,1,197,3,high,M,9,4917,0,cosmetics,26,39,39,1,0,0,domestic,0,standard,high,low_cost,no_plastic,0,Molded Pulp Tray + Corrugated Box
9838,B,Road,5,5,268,4,low,F,9,4208,0,electronics,51,26,12,1,1,1,local,1,express,low,low_cost,no_restrictions,1,Leak-proof Compostable Container
9839,C,Road,5,5,203,4,low,M,6,4557,1,clothing,51,11,21,0,0,0,international,0,express,medium,balanced,only_recyclable,1,100% Recyclable Cardboard Box
9840,F,Road,4,4,224,2,low,F,3,4817,0,cosmetics,56,7,9,0,1,0,local,1,express,high,low_cost,compostable_only,1,Leak-proof Compostable Container
9841,D,Road,3,4,212,3,low,M,6,5935,1,electronics,57,6,39,0,0,1,domestic,0,express,low,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
9842,F,Road,5,4,208,6,medium,M,8,5098,0,electronics,57,39,30,1,0,0,local,1,standard,medium,balanced,compostable_only,1,Compostable Paper Wrap Pack
9843,A,Road,4,5,155,3,medium,M,3,5939,1,clothing,37,46,31,1,1,0,local,0,standard,low,balanced,no_plastic,1,Leak-proof Compostable Container
9844,B,Road,5,4,260,3,low,M,8,4535,0,food,13,14,19,1,1,0,local,0,express,high,balanced,only_recyclable,0,Leak-proof Compostable Container
9845,C,Road,2,2,174,3,low,F,3,5348,0,cosmetics,50,17,25,0,1,1,local,1,express,high,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
9846,F,Road,4,1,161,3,medium,M,3,4590,0,food,31,13,10,0,1,1,domestic,1,standard,high,max_sustainability,no_plastic,0,Leak-proof Compostable Container
9847,D,Road,5,5,246,3,medium,F,7,5167,0,clothing,47,17,27,1,1,0,local,0,standard,high,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
9848,F,Road,5,1,173,4,medium,F,2,4615,0,clothing,47,35,20,1,1,1,international,1,standard,medium,balanced,compostable_only,1,Leak-proof Compostable Container
9849,A,Road,3,2,175,2,low,M,9,4859,0,electronics,33,17,5,0,0,1,domestic,0,express,high,balanced,no_plastic,0,Insulated Compostable Food Pack
9850,B,Road,5,1,243,3,medium,F,10,4037,0,clothing,19,8,9,0,1,0,domestic,0,express,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
9851,C,Road,3,2,122,4,low,F,9,5299,1,books,17,47,14,0,0,0,domestic,1,standard,low,balanced,compostable_only,0,Compostable Paper Wrap Pack
9852,F,Road,4,2,219,2,low,F,1,5071,1,books,16,45,30,0,0,1,domestic,0,standard,low,balanced,no_plastic,1,Insulated Compostable Food Pack
9853,D,Road,3,2,217,3,high,M,7,5910,0,glass_items,48,11,29,1,1,0,local,1,express,high,balanced,compostable_only,1,Leak-proof Compostable Container
9854,F,Road,4,3,250,6,medium,M,2,4246,0,cosmetics,37,33,36,0,1,0,local,0,express,high,balanced,no_restrictions,0,Leak-proof Compostable Container
9855,A,Road,3,3,274,3,low,F,5,5981,1,electronics,54,46,6,1,0,1,international,0,standard,low,low_cost,only_recyclable,1,Insulated Compostable Food Pack
9856,B,Road,2,2,260,3,medium,F,6,4747,0,clothing,16,21,19,0,0,0,local,0,express,low,low_cost,no_restrictions,0,Recycled Cardboard Box
9857,C,Road,4,4,185,2,medium,F,1,4729,0,clothing,30,20,21,1,0,1,domestic,1,express,low,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
9858,F,Road,4,5,270,3,low,M,1,4131,0,electronics,57,32,18,1,1,0,domestic,0,express,high,balanced,no_plastic,1,Leak-proof Compostable Container
9859,D,Road,6,3,166,5,medium,F,3,4596,1,food,18,29,23,1,0,0,domestic,1,standard,medium,balanced,only_recyclable,0,100% Recyclable Cardboard Box
9860,F,Flight,4,4,160,4,low,M,1,5520,1,food,35,22,36,0,0,1,local,0,standard,low,balanced,only_recyclable,1,Insulated Compostable Food Pack
9861,A,Flight,3,2,247,3,low,M,3,4338,0,books,53,16,12,0,1,1,local,1,express,high,balanced,compostable_only,1,Leak-proof Compostable Container
9862,B,Flight,4,2,272,2,low,M,1,5703,1,clothing,26,17,19,0,0,0,local,1,express,medium,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
9863,C,Flight,4,5,171,2,medium,F,1,4439,0,cosmetics,45,17,21,1,0,1,international,1,express,low,balanced,no_plastic,0,Insulated Compostable Food Pack
9864,F,Flight,5,2,211,3,medium,F,8,4962,0,clothing,32,33,2,1,1,1,local,1,standard,medium,low_cost,no_restrictions,0,Leak-proof Compostable Container
9865,D,Flight,3,4,271,3,medium,M,1,4444,1,electronics,35,10,25,0,1,0,local,0,standard,low,balanced,only_recyclable,1,Leak-proof Compostable Container
9866,F,Flight,6,4,155,5,medium,F,8,5982,0,food,41,8,34,0,0,1,local,1,express,low,max_sustainability,no_plastic,1,Insulated Compostable Food Pack
9867,A,Flight,4,1,220,3,medium,F,7,4552,1,cosmetics,53,47,21,0,1,0,local,1,standard,medium,low_cost,no_plastic,1,Leak-proof Compostable Container
9868,B,Flight,3,3,220,3,low,F,10,5234,1,clothing,23,38,7,0,1,1,international,1,standard,high,low_cost,compostable_only,0,Leak-proof Compostable Container
9869,C,Flight,2,4,285,3,high,M,6,4427,1,books,35,32,39,0,1,1,international,1,express,high,low_cost,no_restrictions,0,Leak-proof Compostable Container
9870,F,Flight,3,1,109,6,low,F,5,4374,1,food,21,22,4,1,0,0,local,0,express,medium,max_sustainability,compostable_only,0,Molded Pulp Tray + Corrugated Box
9871,D,Flight,3,4,194,3,medium,M,7,4565,0,electronics,59,9,25,1,1,0,international,0,express,low,balanced,no_restrictions,1,Leak-proof Compostable Container
9872,F,Flight,3,3,214,2,medium,F,9,4185,0,cosmetics,9,17,17,0,1,1,local,1,express,high,max_sustainability,compostable_only,0,Leak-proof Compostable Container
9873,A,Flight,3,5,161,3,low,F,4,5629,0,glass_items,7,9,19,1,0,0,local,1,standard,high,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
9874,B,Flight,3,5,202,4,medium,F,7,4458,0,electronics,11,38,13,0,0,0,local,1,standard,high,low_cost,no_plastic,1,Corrugated Box + Molded Pulp
9875,C,Flight,3,3,179,8,high,F,3,5429,1,books,7,26,6,1,1,0,local,1,standard,medium,max_sustainability,compostable_only,1,Leak-proof Compostable Container
9876,F,Flight,5,1,137,5,low,F,8,4584,0,electronics,29,6,15,1,1,0,local,0,express,high,balanced,only_recyclable,1,Leak-proof Compostable Container
9877,D,Flight,6,1,173,3,medium,F,2,4892,0,glass_items,56,24,31,1,1,1,local,0,standard,medium,low_cost,no_plastic,0,Leak-proof Compostable Container
9878,F,Flight,3,4,243,3,medium,M,6,4950,0,clothing,14,25,30,1,1,0,international,1,standard,medium,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
9879,A,Flight,4,2,258,5,medium,M,2,1494,0,cosmetics,59,42,20,0,1,0,domestic,0,express,low,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
9880,B,Flight,6,3,245,4,low,F,3,1982,1,clothing,22,38,3,0,0,1,international,1,standard,high,balanced,no_plastic,1,Insulated Compostable Food Pack
9881,C,Flight,6,3,296,4,low,F,4,1650,0,clothing,43,46,3,1,0,0,domestic,1,standard,high,max_sustainability,only_recyclable,1,Molded Pulp Tray + Corrugated Box
9882,F,Ship,5,4,267,5,low,M,9,1113,0,books,35,41,38,0,0,1,local,0,express,low,max_sustainability,no_plastic,1,Insulated Compostable Food Pack
9883,D,Ship,6,5,268,4,medium,F,1,1248,1,glass_items,36,33,35,0,1,1,international,0,standard,medium,balanced,compostable_only,1,Leak-proof Compostable Container
